Region,Vaccine,Year,Percentage
Eastern Europe & Central Asia,RCV1,2011,95
Eastern Europe & Central Asia,ROTAC,2011,0
Eastern Europe & Central Asia,BCG,2012,97
Eastern Europe & Central Asia,DTP1,2012,95
Eastern Europe & Central Asia,DTP3,2012,95
Eastern Europe & Central Asia,HEPB3,2012,92
Eastern Europe & Central Asia,HEPBB,2012,64
Eastern Europe & Central Asia,HIB3,2012,65
Eastern Europe & Central Asia,MCV1,2012,95
Eastern Europe & Central Asia,MCV2,2012,90
Eastern Europe & Central Asia,PCV3,2012,24
Eastern Europe & Central Asia,POL3,2012,95
Eastern Europe & Central Asia,RCV1,2012,95
Eastern Europe & Central Asia,ROTAC,2012,0
Eastern Europe & Central Asia,BCG,2013,97
Eastern Europe & Central Asia,DTP1,2013,96
Eastern Europe & Central Asia,DTP3,2013,95
Eastern Europe & Central Asia,HEPB3,2013,93
Eastern Europe & Central Asia,HEPBB,2013,64
Eastern Europe & Central Asia,HIB3,2013,65
Eastern Europe & Central Asia,MCV1,2013,96
Eastern Europe & Central Asia,MCV2,2013,93
Eastern Europe & Central Asia,PCV3,2013,25
Eastern Europe & Central Asia,POL3,2013,95
Eastern Europe & Central Asia,RCV1,2013,96
Eastern Europe & Central Asia,ROTAC,2013,1
Eastern Europe & Central Asia,BCG,2014,92
Eastern Europe & Central Asia,DTP1,2014,94
Eastern Europe & Central Asia,DTP3,2014,91
Eastern Europe & Central Asia,HEPB3,2014,91
Eastern Europe & Central Asia,HEPBB,2014,64
Eastern Europe & Central Asia,HIB3,2014,61
Eastern Europe & Central Asia,MCV1,2014,93
Eastern Europe & Central Asia,MCV2,2014,91
Eastern Europe & Central Asia,PCV3,2014,27
Eastern Europe & Central Asia,POL3,2014,92
Eastern Europe & Central Asia,RCV1,2014,93
Eastern Europe & Central Asia,ROTAC,2014,7
Eastern Europe & Central Asia,BCG,2015,92
Eastern Europe & Central Asia,DTP1,2015,95
Eastern Europe & Central Asia,DTP3,2015,91
Eastern Europe & Central Asia,HEPB3,2015,91
Eastern Europe & Central Asia,HEPBB,2015,64
Eastern Europe & Central Asia,HIB3,2015,61
Eastern Europe & Central Asia,IPV1,2015,68
Eastern Europe & Central Asia,MCV1,2015,94
Eastern Europe & Central Asia,MCV2,2015,90
Eastern Europe & Central Asia,PCV3,2015,30
Eastern Europe & Central Asia,POL3,2015,93
Eastern Europe & Central Asia,RCV1,2015,94
Eastern Europe & Central Asia,ROTAC,2015,16
Eastern Europe & Central Asia,BCG,2016,95
Eastern Europe & Central Asia,DTP1,2016,93
Eastern Europe & Central Asia,DTP3,2016,90
Eastern Europe & Central Asia,HEPB3,2016,91
Eastern Europe & Central Asia,HEPBB,2016,62
Eastern Europe & Central Asia,HIB3,2016,61
Eastern Europe & Central Asia,IPV1,2016,72
Eastern Europe & Central Asia,MCV1,2016,93
Eastern Europe & Central Asia,MCV2,2016,88
Eastern Europe & Central Asia,PCV3,2016,55
Eastern Europe & Central Asia,POL3,2016,93
Eastern Europe & Central Asia,RCV1,2016,93
Eastern Europe & Central Asia,ROTAC,2016,17
Eastern Europe & Central Asia,BCG,2017,95
Eastern Europe & Central Asia,DTP1,2017,95
Eastern Europe & Central Asia,DTP3,2017,93
Eastern Europe & Central Asia,HEPB3,2017,93
Eastern Europe & Central Asia,HEPBB,2017,62
Eastern Europe & Central Asia,HIB3,2017,61
Eastern Europe & Central Asia,IPV1,2017,70
Eastern Europe & Central Asia,MCV1,2017,96
Eastern Europe & Central Asia,MCV2,2017,93
Eastern Europe & Central Asia,PCV3,2017,67
Eastern Europe & Central Asia,POL3,2017,93
Eastern Europe & Central Asia,RCV1,2017,96
Eastern Europe & Central Asia,ROTAC,2017,17
Eastern Europe & Central Asia,BCG,2018,96
Eastern Europe & Central Asia,DTP1,2018,97
Eastern Europe & Central Asia,DTP3,2018,95
Eastern Europe & Central Asia,HEPB3,2018,95
Eastern Europe & Central Asia,HEPBB,2018,63
Eastern Europe & Central Asia,HIB3,2018,64
Eastern Europe & Central Asia,IPV1,2018,88
Eastern Europe & Central Asia,MCV1,2018,96
Eastern Europe & Central Asia,MCV2,2018,94
Eastern Europe & Central Asia,PCV3,2018,72
Eastern Europe & Central Asia,POL3,2018,95
Eastern Europe & Central Asia,RCV1,2018,96
Eastern Europe & Central Asia,ROTAC,2018,16
Eastern Europe & Central Asia,BCG,2019,95
Eastern Europe & Central Asia,DTP1,2019,97
Eastern Europe & Central Asia,DTP3,2019,96
Eastern Europe & Central Asia,HEPB3,2019,95
Eastern Europe & Central Asia,HEPBB,2019,65
Eastern Europe & Central Asia,HIB3,2019,66
Eastern Europe & Central Asia,IPV1,2019,95
Eastern Europe & Central Asia,MCV1,2019,97
Eastern Europe & Central Asia,MCV2,2019,94
Eastern Europe & Central Asia,PCV3,2019,76
Eastern Europe & Central Asia,POL3,2019,95
Eastern Europe & Central Asia,RCV1,2019,97
Eastern Europe & Central Asia,ROTAC,2019,12
Latin America & Caribbean,BCG,1980,53
Latin America & Caribbean,DTP1,1980,61
Latin America & Caribbean,DTP3,1980,37
Latin America & Caribbean,MCV1,1980,42
Latin America & Caribbean,POL3,1980,60
Latin America & Caribbean,RCV1,1980,0
Latin America & Caribbean,BCG,1981,58
Latin America & Caribbean,DTP1,1981,66
Latin America & Caribbean,DTP3,1981,42
Latin America & Caribbean,MCV1,1981,48
Latin America & Caribbean,POL3,1981,52
Latin America & Caribbean,RCV1,1981,0
Latin America & Caribbean,BCG,1982,62
Latin America & Caribbean,DTP1,1982,69
Latin America & Caribbean,DTP3,1982,47
Latin America & Caribbean,MCV1,1982,48
Latin America & Caribbean,POL3,1982,58
Latin America & Caribbean,RCV1,1982,0
Latin America & Caribbean,BCG,1983,64
Latin America & Caribbean,DTP1,1983,72
Latin America & Caribbean,DTP3,1983,49
Latin America & Caribbean,MCV1,1983,47
Latin America & Caribbean,POL3,1983,60
Latin America & Caribbean,RCV1,1983,0
Latin America & Caribbean,BCG,1984,67
Latin America & Caribbean,DTP1,1984,77
Latin America & Caribbean,DTP3,1984,56
Latin America & Caribbean,MCV1,1984,52
Latin America & Caribbean,POL3,1984,67
Latin America & Caribbean,RCV1,1984,0
Latin America & Caribbean,BCG,1985,58
Latin America & Caribbean,DTP1,1985,77
Latin America & Caribbean,DTP3,1985,55
Latin America & Caribbean,HEPB3,1985,0
Latin America & Caribbean,MCV1,1985,60
Latin America & Caribbean,POL3,1985,59
Latin America & Caribbean,RCV1,1985,0
Latin America & Caribbean,BCG,1986,67
Latin America & Caribbean,DTP1,1986,78
Latin America & Caribbean,DTP3,1986,56
Latin America & Caribbean,HEPB3,1986,0
Latin America & Caribbean,MCV1,1986,61
Latin America & Caribbean,POL3,1986,65
Latin America & Caribbean,RCV1,1986,2
Latin America & Caribbean,BCG,1987,71
Latin America & Caribbean,DTP1,1987,80
Latin America & Caribbean,DTP3,1987,59
Latin America & Caribbean,HEPB3,1987,0
Latin America & Caribbean,MCV1,1987,60
Latin America & Caribbean,POL3,1987,68
Latin America & Caribbean,RCV1,1987,3
Latin America & Caribbean,BCG,1988,76
Latin America & Caribbean,DTP1,1988,82
Latin America & Caribbean,DTP3,1988,62
Latin America & Caribbean,HEPB3,1988,0
Latin America & Caribbean,MCV1,1988,66
Latin America & Caribbean,POL3,1988,74
Latin America & Caribbean,RCV1,1988,3
Latin America & Caribbean,BCG,1989,78
Latin America & Caribbean,DTP1,1989,84
Latin America & Caribbean,DTP3,1989,64
Latin America & Caribbean,HEPB3,1989,0
Latin America & Caribbean,MCV1,1989,70
Latin America & Caribbean,POL3,1989,73
Latin America & Caribbean,RCV1,1989,3
Latin America & Caribbean,BCG,1990,79
Latin America & Caribbean,DTP1,1990,86
Latin America & Caribbean,DTP3,1990,68
Latin America & Caribbean,HEPB3,1990,0
Latin America & Caribbean,HIB3,1990,0
Latin America & Caribbean,MCV1,1990,76
Latin America & Caribbean,POL3,1990,70
Latin America & Caribbean,RCV1,1990,5
Latin America & Caribbean,BCG,1991,86
Latin America & Caribbean,DTP1,1991,91
Latin America & Caribbean,DTP3,1991,78
Latin America & Caribbean,HEPB3,1991,0
Latin America & Caribbean,HIB3,1991,0
Latin America & Caribbean,MCV1,1991,80
Latin America & Caribbean,POL3,1991,76
Latin America & Caribbean,RCV1,1991,6
Latin America & Caribbean,BCG,1992,89
Latin America & Caribbean,DTP1,1992,91
Latin America & Caribbean,DTP3,1992,77
Latin America & Caribbean,HEPB3,1992,0
Latin America & Caribbean,HIB3,1992,0
Latin America & Caribbean,MCV1,1992,83
Latin America & Caribbean,POL3,1992,77
Latin America & Caribbean,RCV1,1992,6
Latin America & Caribbean,BCG,1993,92
Latin America & Caribbean,DTP1,1993,92
Latin America & Caribbean,DTP3,1993,79
Latin America & Caribbean,HEPB3,1993,1
Latin America & Caribbean,HIB3,1993,0
Latin America & Caribbean,MCV1,1993,82
Latin America & Caribbean,POL3,1993,76
Latin America & Caribbean,RCV1,1993,6
Latin America & Caribbean,BCG,1994,94
Latin America & Caribbean,DTP1,1994,80
Latin America & Caribbean,DTP3,1994,80
Latin America & Caribbean,HEPB3,1994,3
Latin America & Caribbean,HIB3,1994,0
Latin America & Caribbean,MCV1,1994,82
Latin America & Caribbean,POL3,1994,80
Latin America & Caribbean,RCV1,1994,6
Latin America & Caribbean,BCG,1995,96
Latin America & Caribbean,DTP1,1995,91
Latin America & Caribbean,DTP3,1995,83
Latin America & Caribbean,HEPB3,1995,10
Latin America & Caribbean,HIB3,1995,0
Latin America & Caribbean,MCV1,1995,86
Latin America & Caribbean,POL3,1995,84
Latin America & Caribbean,RCV1,1995,14
Latin America & Caribbean,BCG,1996,96
Latin America & Caribbean,DTP1,1996,88
Latin America & Caribbean,DTP3,1996,82
Latin America & Caribbean,HEPB3,1996,13
Latin America & Caribbean,HIB3,1996,2
Latin America & Caribbean,MCV1,1996,84
Latin America & Caribbean,POL3,1996,84
Latin America & Caribbean,RCV1,1996,13
Latin America & Caribbean,BCG,1997,96
Latin America & Caribbean,DTP1,1997,95
Latin America & Caribbean,DTP3,1997,83
Latin America & Caribbean,HEPB3,1997,10
Latin America & Caribbean,HIB3,1997,3
Latin America & Caribbean,MCV1,1997,89
Latin America & Caribbean,POL3,1997,87
Latin America & Caribbean,RCV1,1997,23
Latin America & Caribbean,YFV,1997,0
Latin America & Caribbean,BCG,1998,95
Latin America & Caribbean,DTP1,1998,96
Latin America & Caribbean,DTP3,1998,86
Latin America & Caribbean,HEPB3,1998,13
Latin America & Caribbean,HIB3,1998,11
Latin America & Caribbean,MCV1,1998,91
Latin America & Caribbean,POL3,1998,88
Latin America & Caribbean,RCV1,1998,49
Latin America & Caribbean,YFV,1998,22
Latin America & Caribbean,BCG,1999,96
Latin America & Caribbean,DTP1,1999,97
Latin America & Caribbean,DTP3,1999,89
Latin America & Caribbean,HEPB3,1999,36
Latin America & Caribbean,HIB3,1999,17
Latin America & Caribbean,MCV1,1999,92
Latin America & Caribbean,POL3,1999,91
Latin America & Caribbean,RCV1,1999,49
Latin America & Caribbean,YFV,1999,22
Latin America & Caribbean,BCG,2000,96
Latin America & Caribbean,DTP1,2000,96
Latin America & Caribbean,DTP3,2000,91
Latin America & Caribbean,HEPB3,2000,65
Latin America & Caribbean,HEPBB,2000,32
Latin America & Caribbean,HIB3,2000,69
Latin America & Caribbean,MCV1,2000,93
Latin America & Caribbean,MCV2,2000,60
Latin America & Caribbean,POL3,2000,91
Latin America & Caribbean,RCV1,2000,82
Latin America & Caribbean,YFV,2000,24
Latin America & Caribbean,BCG,2001,95
Latin America & Caribbean,DTP1,2001,95
Latin America & Caribbean,DTP3,2001,90
Latin America & Caribbean,HEPB3,2001,68
Latin America & Caribbean,HEPBB,2001,34
Latin America & Caribbean,HIB3,2001,72
Latin America & Caribbean,MCV1,2001,95
Latin America & Caribbean,MCV2,2001,61
Latin America & Caribbean,POL3,2001,92
Latin America & Caribbean,RCV1,2001,87
Latin America & Caribbean,YFV,2001,28
Latin America & Caribbean,BCG,2002,95
Latin America & Caribbean,DTP1,2002,96
Latin America & Caribbean,DTP3,2002,91
Latin America & Caribbean,HEPB3,2002,73
Latin America & Caribbean,HEPBB,2002,33
Latin America & Caribbean,HIB3,2002,76
Latin America & Caribbean,MCV1,2002,93
Latin America & Caribbean,MCV2,2002,57
Latin America & Caribbean,POL3,2002,92
Latin America & Caribbean,RCV1,2002,86
Latin America & Caribbean,YFV,2002,18
Latin America & Caribbean,BCG,2003,97
Latin America & Caribbean,DTP1,2003,96
Latin America & Caribbean,DTP3,2003,93
Latin America & Caribbean,HEPB3,2003,82
Latin America & Caribbean,HEPBB,2003,36
Latin America & Caribbean,HIB3,2003,82
Latin America & Caribbean,MCV1,2003,94
Latin America & Caribbean,MCV2,2003,55
Latin America & Caribbean,POL3,2003,94
Latin America & Caribbean,RCV1,2003,91
Latin America & Caribbean,YFV,2003,32
Latin America & Caribbean,BCG,2004,97
Latin America & Caribbean,DTP1,2004,96
Latin America & Caribbean,DTP3,2004,93
Latin America & Caribbean,HEPB3,2004,85
Latin America & Caribbean,HEPBB,2004,42
Latin America & Caribbean,HIB3,2004,87
Latin America & Caribbean,MCV1,2004,93
Latin America & Caribbean,MCV2,2004,57
Latin America & Caribbean,POL3,2004,92
Latin America & Caribbean,RCV1,2004,92
Latin America & Caribbean,YFV,2004,34
Latin America & Caribbean,BCG,2005,97
Latin America & Caribbean,DTP1,2005,97
Latin America & Caribbean,DTP3,2005,94
Latin America & Caribbean,HEPB3,2005,90
Latin America & Caribbean,HEPBB,2005,43
Latin America & Caribbean,HIB3,2005,92
Latin America & Caribbean,MCV1,2005,93
Latin America & Caribbean,MCV2,2005,55
Latin America & Caribbean,POL3,2005,92
Latin America & Caribbean,RCV1,2005,91
Latin America & Caribbean,YFV,2005,40
Latin America & Caribbean,BCG,2006,96
Latin America & Caribbean,DTP1,2006,96
Latin America & Caribbean,DTP3,2006,93
Latin America & Caribbean,HEPB3,2006,91
Latin America & Caribbean,HEPBB,2006,43
Latin America & Caribbean,HIB3,2006,91
Latin America & Caribbean,MCV1,2006,94
Latin America & Caribbean,MCV2,2006,54
Latin America & Caribbean,POL3,2006,94
Latin America & Caribbean,RCV1,2006,93
Latin America & Caribbean,ROTAC,2006,15
Latin America & Caribbean,YFV,2006,52
Latin America & Caribbean,BCG,2007,96
Latin America & Caribbean,DTP1,2007,95
Latin America & Caribbean,DTP3,2007,93
Latin America & Caribbean,HEPB3,2007,90
Latin America & Caribbean,HEPBB,2007,44
Latin America & Caribbean,HIB3,2007,91
Latin America & Caribbean,MCV1,2007,94
Latin America & Caribbean,MCV2,2007,52
Latin America & Caribbean,POL3,2007,93
Latin America & Caribbean,RCV1,2007,92
Latin America & Caribbean,ROTAC,2007,27
Latin America & Caribbean,YFV,2007,52
Latin America & Caribbean,BCG,2008,97
Latin America & Caribbean,DTP1,2008,97
Latin America & Caribbean,DTP3,2008,92
Latin America & Caribbean,HEPB3,2008,90
Latin America & Caribbean,HEPBB,2008,45
Latin America & Caribbean,HIB3,2008,90
Latin America & Caribbean,MCV1,2008,95
Latin America & Caribbean,MCV2,2008,55
Latin America & Caribbean,PCV3,2008,3
Latin America & Caribbean,POL3,2008,94
Latin America & Caribbean,RCV1,2008,95
Latin America & Caribbean,ROTAC,2008,42
Latin America & Caribbean,YFV,2008,51
Latin America & Caribbean,BCG,2009,97
Latin America & Caribbean,DTP1,2009,96
Latin America & Caribbean,DTP3,2009,94
Latin America & Caribbean,HEPB3,2009,92
Latin America & Caribbean,HEPBB,2009,44
Latin America & Caribbean,HIB3,2009,92
Latin America & Caribbean,MCV1,2009,94
Latin America & Caribbean,MCV2,2009,60
Latin America & Caribbean,PCV3,2009,11
Latin America & Caribbean,POL3,2009,93
Latin America & Caribbean,RCV1,2009,94
Latin America & Caribbean,ROTAC,2009,62
Latin America & Caribbean,YFV,2009,44
Latin America & Caribbean,BCG,2010,96
Latin America & Caribbean,DTP1,2010,96
Latin America & Caribbean,DTP3,2010,93
Latin America & Caribbean,HEPB3,2010,90
Latin America & Caribbean,HEPBB,2010,45
Latin America & Caribbean,HIB3,2010,91
Latin America & Caribbean,MCV1,2010,93
Latin America & Caribbean,MCV2,2010,60
Latin America & Caribbean,PCV3,2010,35
Latin America & Caribbean,POL3,2010,93
Latin America & Caribbean,RCV1,2010,93
Latin America & Caribbean,ROTAC,2010,66
Latin America & Caribbean,YFV,2010,46
Latin America & Caribbean,BCG,2011,96
Latin America & Caribbean,DTP1,2011,96
Latin America & Caribbean,DTP3,2011,93
Latin America & Caribbean,HEPB3,2011,91
Latin America & Caribbean,HEPBB,2011,46
Latin America & Caribbean,HIB3,2011,91
Latin America & Caribbean,MCV1,2011,95
Latin America & Caribbean,MCV2,2011,67
Latin America & Caribbean,PCV3,2011,60
Latin America & Caribbean,POL3,2011,93
Latin America & Caribbean,RCV1,2011,95
Latin America & Caribbean,ROTAC,2011,73
Latin America & Caribbean,YFV,2011,49
Latin America & Caribbean,BCG,2012,97
Latin America & Caribbean,DTP1,2012,96
Latin America & Caribbean,DTP3,2012,93
Latin America & Caribbean,HEPB3,2012,92
Latin America & Caribbean,HEPBB,2012,46
Latin America & Caribbean,HIB3,2012,91
Latin America & Caribbean,MCV1,2012,95
Latin America & Caribbean,MCV2,2012,66
Latin America & Caribbean,PCV3,2012,71
Latin America & Caribbean,POL3,2012,93
Latin America & Caribbean,RCV1,2012,95
Latin America & Caribbean,ROTAC,2012,75
Latin America & Caribbean,YFV,2012,54
Latin America & Caribbean,BCG,2013,94
Latin America & Caribbean,DTP1,2013,94
Latin America & Caribbean,DTP3,2013,90
Latin America & Caribbean,HEPB3,2013,89
Latin America & Caribbean,HEPBB,2013,48
Latin America & Caribbean,HIB3,2013,90
Latin America & Caribbean,MCV1,2013,92
Latin America & Caribbean,MCV2,2013,61
Latin America & Caribbean,PCV3,2013,74
Latin America & Caribbean,POL3,2013,88
Latin America & Caribbean,RCV1,2013,92
Latin America & Caribbean,ROTAC,2013,73
Latin America & Caribbean,YFV,2013,55
Latin America & Caribbean,BCG,2014,96
Latin America & Caribbean,DTP1,2014,95
Latin America & Caribbean,DTP3,2014,89
Latin America & Caribbean,HEPB3,2014,89
Latin America & Caribbean,HEPBB,2014,47
Latin America & Caribbean,HIB3,2014,89
Latin America & Caribbean,MCV1,2014,93
Latin America & Caribbean,MCV2,2014,73
Latin America & Caribbean,PCV3,2014,79
Latin America & Caribbean,POL3,2014,89
Latin America & Caribbean,RCV1,2014,93
Latin America & Caribbean,ROTAC,2014,74
Latin America & Caribbean,YFV,2014,56
Latin America & Caribbean,BCG,2015,96
Latin America & Caribbean,DTP1,2015,96
Latin America & Caribbean,DTP3,2015,90
Latin America & Caribbean,HEPB3,2015,89
Latin America & Caribbean,HEPBB,2015,49
Latin America & Caribbean,HIB3,2015,90
Latin America & Caribbean,IPV1,2015,62
Latin America & Caribbean,MCV1,2015,93
Latin America & Caribbean,MCV2,2015,71
Latin America & Caribbean,PCV3,2015,82
Latin America & Caribbean,POL3,2015,91
Latin America & Caribbean,RCV1,2015,93
Latin America & Caribbean,ROTAC,2015,80
Latin America & Caribbean,YFV,2015,55
Latin America & Caribbean,BCG,2016,93
Latin America & Caribbean,DTP1,2016,95
Latin America & Caribbean,DTP3,2016,89
Latin America & Caribbean,HEPB3,2016,89
Latin America & Caribbean,HEPBB,2016,46
Latin America & Caribbean,HIB3,2016,89
Latin America & Caribbean,IPV1,2016,85
Latin America & Caribbean,MCV1,2016,92
Latin America & Caribbean,MCV2,2016,74
Latin America & Caribbean,PCV3,2016,78
Latin America & Caribbean,POL3,2016,85
Latin America & Caribbean,RCV1,2016,92
Latin America & Caribbean,ROTAC,2016,76
Latin America & Caribbean,YFV,2016,53
Latin America & Caribbean,BCG,2017,92
Latin America & Caribbean,DTP1,2017,95
Latin America & Caribbean,DTP3,2017,86
Latin America & Caribbean,HEPB3,2017,81
Latin America & Caribbean,HEPBB,2017,51
Latin America & Caribbean,HIB3,2017,87
Latin America & Caribbean,IPV1,2017,92
Latin America & Caribbean,MCV1,2017,87
Latin America & Caribbean,MCV2,2017,69
Latin America & Caribbean,PCV3,2017,78
Latin America & Caribbean,POL3,2017,82
Latin America & Caribbean,RCV1,2017,87
Latin America & Caribbean,ROTAC,2017,69
Latin America & Caribbean,YFV,2017,59
Latin America & Caribbean,BCG,2018,92
Latin America & Caribbean,DTP1,2018,90
Latin America & Caribbean,DTP3,2018,86
Latin America & Caribbean,HEPB3,2018,81
Latin America & Caribbean,HEPBB,2018,53
Latin America & Caribbean,HIB3,2018,85
Latin America & Caribbean,IPV1,2018,86
Latin America & Caribbean,MCV1,2018,91
Latin America & Caribbean,MCV2,2018,80
Latin America & Caribbean,PCV3,2018,79
Latin America & Caribbean,POL3,2018,85
Latin America & Caribbean,RCV1,2018,91
Latin America & Caribbean,ROTAC,2018,73
Latin America & Caribbean,YFV,2018,57
Latin America & Caribbean,BCG,2019,83
Latin America & Caribbean,DTP1,2019,87
Latin America & Caribbean,DTP3,2019,81
Latin America & Caribbean,HEPB3,2019,77
Latin America & Caribbean,HEPBB,2019,52
Latin America & Caribbean,HIB3,2019,82
Latin America & Caribbean,IPV1,2019,86
Latin America & Caribbean,MCV1,2019,86
Latin America & Caribbean,MCV2,2019,67
Latin America & Caribbean,PCV3,2019,79
Latin America & Caribbean,POL3,2019,84
Latin America & Caribbean,RCV1,2019,86
Latin America & Caribbean,ROTAC,2019,74
Latin America & Caribbean,YFV,2019,60
Middle East & North Africa,BCG,1980,26
Middle East & North Africa,DTP1,1980,45
Middle East & North Africa,DTP3,1980,27
Middle East & North Africa,MCV1,1980,23
Middle East & North Africa,POL3,1980,31
Middle East & North Africa,RCV1,1980,0
Middle East & North Africa,BCG,1981,27
Middle East & North Africa,DTP1,1981,46
Middle East & North Africa,DTP3,1981,29
Middle East & North Africa,MCV1,1981,26
Middle East & North Africa,POL3,1981,38
Middle East & North Africa,RCV1,1981,0
Middle East & North Africa,BCG,1982,37
Middle East & North Africa,DTP1,1982,55
Middle East & North Africa,DTP3,1982,36
Middle East & North Africa,MCV1,1982,34
Middle East & North Africa,POL3,1982,49
Middle East & North Africa,RCV1,1982,0
Middle East & North Africa,BCG,1983,40
Middle East & North Africa,DTP1,1983,57
Middle East & North Africa,DTP3,1983,37
Middle East & North Africa,MCV1,1983,33
Middle East & North Africa,POL3,1983,43
Middle East & North Africa,RCV1,1983,0
Middle East & North Africa,BCG,1984,43
Middle East & North Africa,DTP1,1984,63
Middle East & North Africa,DTP3,1984,45
Middle East & North Africa,MCV1,1984,37
Middle East & North Africa,POL3,1984,50
Middle East & North Africa,RCV1,1984,0
Middle East & North Africa,BCG,1985,77
Middle East & North Africa,DTP1,1985,81
Middle East & North Africa,DTP3,1985,63
Middle East & North Africa,HEPB3,1985,0
Middle East & North Africa,MCV1,1985,61
Middle East & North Africa,POL3,1985,66
Middle East & North Africa,RCV1,1985,0
Middle East & North Africa,BCG,1986,74
Middle East & North Africa,DTP1,1986,85
Middle East & North Africa,DTP3,1986,69
Middle East & North Africa,HEPB3,1986,0
Middle East & North Africa,MCV1,1986,64
Middle East & North Africa,POL3,1986,72
Middle East & North Africa,RCV1,1986,0
Middle East & North Africa,BCG,1987,74
Middle East & North Africa,DTP1,1987,86
Middle East & North Africa,DTP3,1987,71
Middle East & North Africa,HEPB3,1987,0
Middle East & North Africa,MCV1,1987,66
Middle East & North Africa,POL3,1987,71
Middle East & North Africa,RCV1,1987,1
Middle East & North Africa,BCG,1988,86
Middle East & North Africa,DTP1,1988,92
Middle East & North Africa,DTP3,1988,82
Middle East & North Africa,HEPB3,1988,0
Middle East & North Africa,MCV1,1988,78
Middle East & North Africa,POL3,1988,83
Middle East & North Africa,RCV1,1988,1
Middle East & North Africa,BCG,1989,88
Middle East & North Africa,DTP1,1989,94
Middle East & North Africa,DTP3,1989,85
Middle East & North Africa,HEPB3,1989,0
Middle East & North Africa,MCV1,1989,81
Middle East & North Africa,POL3,1989,85
Middle East & North Africa,RCV1,1989,1
Middle East & North Africa,BCG,1990,94
Middle East & North Africa,DTP1,1990,95
Middle East & North Africa,DTP3,1990,88
Middle East & North Africa,HEPB3,1990,5
Middle East & North Africa,HIB3,1990,0
Middle East & North Africa,MCV1,1990,83
Middle East & North Africa,POL3,1990,88
Middle East & North Africa,RCV1,1990,1
Middle East & North Africa,BCG,1991,91
Middle East & North Africa,DTP1,1991,92
Middle East & North Africa,DTP3,1991,81
Middle East & North Africa,HEPB3,1991,7
Middle East & North Africa,HIB3,1991,0
Middle East & North Africa,MCV1,1991,83
Middle East & North Africa,POL3,1991,84
Middle East & North Africa,RCV1,1991,7
Middle East & North Africa,BCG,1992,92
Middle East & North Africa,DTP1,1992,93
Middle East & North Africa,DTP3,1992,84
Middle East & North Africa,HEPB3,1992,11
Middle East & North Africa,HIB3,1992,0
Middle East & North Africa,MCV1,1992,84
Middle East & North Africa,POL3,1992,87
Middle East & North Africa,RCV1,1992,7
Middle East & North Africa,BCG,1993,91
Middle East & North Africa,DTP1,1993,93
Middle East & North Africa,DTP3,1993,85
Middle East & North Africa,HEPB3,1993,13
Middle East & North Africa,HIB3,1993,0
Middle East & North Africa,MCV1,1993,85
Middle East & North Africa,POL3,1993,87
Middle East & North Africa,RCV1,1993,7
Middle East & North Africa,BCG,1994,91
Middle East & North Africa,DTP1,1994,92
Middle East & North Africa,DTP3,1994,83
Middle East & North Africa,HEPB3,1994,43
Middle East & North Africa,HIB3,1994,1
Middle East & North Africa,MCV1,1994,84
Middle East & North Africa,POL3,1994,85
Middle East & North Africa,RCV1,1994,8
Middle East & North Africa,BCG,1995,91
Middle East & North Africa,DTP1,1995,93
Middle East & North Africa,DTP3,1995,86
Middle East & North Africa,HEPB3,1995,51
Middle East & North Africa,HIB3,1995,1
Middle East & North Africa,MCV1,1995,85
Middle East & North Africa,POL3,1995,87
Middle East & North Africa,RCV1,1995,20
Middle East & North Africa,BCG,1996,91
Middle East & North Africa,DTP1,1996,94
Middle East & North Africa,DTP3,1996,88
Middle East & North Africa,HEPB3,1996,55
Middle East & North Africa,HIB3,1996,1
Middle East & North Africa,MCV1,1996,88
Middle East & North Africa,POL3,1996,88
Middle East & North Africa,RCV1,1996,21
Middle East & North Africa,BCG,1997,91
Middle East & North Africa,DTP1,1997,93
Middle East & North Africa,DTP3,1997,87
Middle East & North Africa,HEPB3,1997,62
Middle East & North Africa,HIB3,1997,2
Middle East & North Africa,MCV1,1997,87
Middle East & North Africa,POL3,1997,88
Middle East & North Africa,RCV1,1997,13
Middle East & North Africa,BCG,1998,93
Middle East & North Africa,DTP1,1998,93
Middle East & North Africa,DTP3,1998,89
Middle East & North Africa,HEPB3,1998,58
Middle East & North Africa,HIB3,1998,2
Middle East & North Africa,MCV1,1998,91
Middle East & North Africa,POL3,1998,90
Middle East & North Africa,RCV1,1998,13
Middle East & North Africa,BCG,1999,94
Middle East & North Africa,DTP1,1999,95
Middle East & North Africa,DTP3,1999,90
Middle East & North Africa,HEPB3,1999,67
Middle East & North Africa,HIB3,1999,3
Middle East & North Africa,MCV1,1999,91
Middle East & North Africa,POL3,1999,91
Middle East & North Africa,RCV1,1999,40
Middle East & North Africa,BCG,2000,95
Middle East & North Africa,DTP1,2000,95
Middle East & North Africa,DTP3,2000,91
Middle East & North Africa,HEPB3,2000,73
Middle East & North Africa,HEPBB,2000,21
Middle East & North Africa,HIB3,2000,3
Middle East & North Africa,MCV1,2000,91
Middle East & North Africa,MCV2,2000,57
Middle East & North Africa,POL3,2000,92
Middle East & North Africa,RCV1,2000,44
Middle East & North Africa,BCG,2001,93
Middle East & North Africa,DTP1,2001,95
Middle East & North Africa,DTP3,2001,91
Middle East & North Africa,HEPB3,2001,77
